N1 N2 Na Tsplit shape1Ne shape2Ne propNtrlNe1 propNtrlNe2 M1 M2 dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi pSI_NHetero pSI_NHomo pAM_MHetero_NHetero pAM_MHetero_NHomo pAM_MHomo_NHetero pAM_MHomo_NHomo pIM_MHetero_NHetero pIM_MHetero_NHomo pIM_MHomo_NHetero pIM_MHomo_NHomo pSC_MHetero_NHetero pSC_MHetero_NHomo pSC_MHomo_NHetero pSC_MHomo_NHomo pPAN_NHetero pPAN_NHomo
28.08738 26.16905 21.97516 0.5 3.84109 7.53633 287 104 25.57822 25.57822 36 74.302 30.355 0 0 13.856 7.203 13.672 7.055 46.774 23.157 -9 0 0.0167681 0.0086749 0.016724 0.0084915 0.0171377 0.0076224 0.0170785 0.007558 -0.220719 0.6429718 -0.212659 0.6529335 0.0167889 0.0085069 4.28e-05 0.0005441 0.0011193 0.0154971 0.9600817 0.00111972425849823 0.000154304929091048 0.000155253515792436 0.000154849707651427 0.00385293414789997 0.000154894165021634 0.0333770989295732 0.000155123534668376 0.359691118117589 0.000154117643550498 0.0620495823021455 0.000154689474953702 0.534146097619622 0.000154485744265448 0.00437142401970422 0.000154301889972707
6.90165 20.97333 17.96786 0.5 4.10452 146.92916 407 427 20.34384 20.34384 37 54.672 33.218 0 0 9.41 7.361 10.224 7.692 35.038 23.898 -9 0 0.0127121 0.0085898 0.0128466 0.0085387 0.0125336 0.0080478 0.0127625 0.00805 -0.0699863 1.0153679 -0.1385007 1.0338765 0.012871 0.0084904 9.17e-05 0.0006048 0.0079721 0.0318184 0.9622411 0.000446415234759067 7.03526024426903e-05 0.00022211907050083 7.03837118859633e-05 0.00114895767595867 7.03040519107545e-05 0.56877662142342 7.02933341470201e-05 0.0926813467399425 7.0439437112133e-05 0.138220480633181 7.02446181428045e-05 0.197280693946697 7.04702800769036e-05 0.000660733938224237 7.01433015988615e-05
0.46577 7.51159 15.80932 0.5 2.18036 130.798 127 201 11.00807 11.00807 38 5.016 10.346 0.018 0.147 0.476 1.681 2.008 3.893 2.514 8.038 -9 0 0.0010149 0.0031456 0.0012823 0.0033495 0.0008428 0.0024416 0.0012746 0.0027696 0.0616984 0.6776497 -0.2678012 0.984899 0.0013092 0.0033944 0.0001606 0.0004953 0.1108711 0.1953415 0.9066146 5.0654322346628e-05 5.06493494455313e-05 0.00387827250597839 5.06587634044279e-05 0.00319904148923152 5.05736251425367e-05 0.0265472524403587 5.0652450158659e-05 0.0286438200238803 5.06266255580633e-05 0.118003347798253 5.06486909919293e-05 0.819221905269876 5.06122109496817e-05 5.06572211250845e-05 5.06272132989461e-05
22.15132 29.87279 28.2635 0.5 4.76369 133.15201 91 286 1.22382 1.22382 39 14.45 17.603 0.008 0.109 3.59 5.297 6.918 7.286 3.934 10.578 -9 0 0.0019124 0.0040611 0.0023567 0.0046286 0.0021208 0.0038412 0.0030588 0.0043519 -0.2221197 1.0857033 -0.8535774 1.0028931 0.0026027 0.0049253 0.0004682 0.0013778 0.1008519 0.1236627 0.8089043 0.0218227728355117 0.000237939275013153 0.0427080158384344 0.000237517272135824 0.487415412764071 0.000236076771718955 0.0459894724479818 0.000239047571665745 0.24964346672242 0.00023827716926417 0.0796997930660781 0.00023630303573732 0.0705854794253369 0.000236726328420611 0.000237459538356234 0.000236239937853834
15.44453 12.83031 13.13617 0.5 11.77384 124.65129 120 432 5.599 5.599 40 21.378 17.096 0 0 4.398 4.065 6.622 4.679 10.358 12.539 -9 0 0.0040774 0.0047846 0.0042867 0.0049704 0.0041593 0.0040378 0.0047861 0.004315 -0.3595285 1.0257776 -0.7082167 0.9730546 0.004309 0.0049384 0.0001269 0.000357 0.0182813 0.0359363 0.9610244 0.00562696760592002 0.000111874355501428 0.00309298408969661 0.000112117451177211 0.0803947631885068 0.000112376758896559 0.0423278836424033 0.000112073916367308 0.131464417844948 0.000111661719071383 0.054489040734936 0.000111823695542263 0.681595734702906 0.000111991597616417 0.000112151590751932 0.000112137105758396
29.98359 29.9393 25.94332 0.5 16.31692 127.24481 415 201 0.96361 0.96361 41 61.952 42.331 0 0 17.854 12.787 11.794 8.918 32.302 28.533 -9 0 0.0140573 0.0121485 0.0129919 0.0110783 0.0146155 0.0113065 0.0128144 0.0101101 -0.4692649 0.7830623 -0.1884367 0.8601487 0.0142708 0.0121161 0.0007462 0.0013135 0.0269764 0.0356884 0.9543976 0.0313607131773787 0.00022698183119457 0.053012502397476 0.000227130287950938 0.26383436586244 0.00022688117495872 0.223982535261546 0.000226907927981132 0.159523683242328 0.000226607882328505 0.200666853279127 0.000226460330035712 0.0655765739818907 0.000227533758065294 0.000227227291580182 0.000227042313718275
22.53474 25.54819 28.5115 0.5 2.01559 169.70292 210 30 16.42497 16.42497 42 4.796 9.837 0 0 1.7 2.756 0.93 2.17 2.166 6.73 -9 0 0.0010109 0.0031006 0.0008969 0.0028203 0.0010897 0.0023957 0.0008727 0.0022286 -0.3611979 0.9250531 -0.072379 0.9244534 0.0010149 0.003121 6.11e-05 0.0002814 0.0362968 0.0760132 0.9775065 0.000209287816349991 5.329461903871e-05 5.33794915449679e-05 5.33592503104744e-05 5.33433690204703e-05 5.33989524510769e-05 0.0101128011881815 5.33388907636358e-05 0.091555056927748 5.33163348234059e-05 0.0242769682148216 0.000343493845095968 0.872968897941866 5.33589194694234e-05 5.33444774869508e-05 5.33597610273324e-05
10.56189 8.99343 23.26575 0.5 19.72895 40.85174 486 274 27.46161 27.46161 43 62.064 30.405 0 0 10.668 6.546 10.056 5.774 41.34 24.499 -9 0 0.0147322 0.0088007 0.0147781 0.0088981 0.0146595 0.0077951 0.014487 0.007668 -0.1022765 0.6864055 -0.0606991 0.6834633 0.0147477 0.008758 -7.5e-06 0.0005085 0.000208 0.0152073 0.9717045 0.000130585312134186 0.000130583601577921 0.000130582008277549 0.000130541513195032 0.00198229068579997 0.000130494415957353 0.0242864396279388 0.000130396986886122 0.448918188267965 0.000130548736512246 0.0355062836664714 0.000130521532796644 0.484460076509265 0.000130511157686684 0.00354137284589778 0.000130583131638043
17.57198 24.84928 22.32375 0.5 7.17229 94.27966 402 135 11.29263 11.29263 44 55.292 35.246 0 0 10.532 8.152 8.85 7.97 35.91 26.344 -9 0 0.0136127 0.0100205 0.0134397 0.0099277 0.0131712 0.0088474 0.0126853 0.0087388 -0.1320849 0.9079267 -0.0023979 0.9775988 0.0137296 0.0099851 0.0002034 0.0007507 0.0086544 0.0247216 0.9568418 0.00017390101397775 8.44100853278528e-05 0.00178849387222155 8.33213051424489e-05 0.00591763534118948 8.42809336150407e-05 0.107833330235477 8.37756066742943e-05 0.311105672762846 8.64120639258626e-05 0.233316252918572 9.12385006201087e-05 0.338479846076345 8.36811197779385e-05 0.000703554496791266 8.41936674957139e-05
12.55967 10.77299 2.09883 0.5 0.98636 113.93205 463 275 16.27685 16.27685 45 10.474 8.338 0 0 4.234 3.176 3.756 3.768 2.484 3.387 -9 0 0.0011084 0.0011704 0.0010287 0.0012221 0.0018936 0.001541 0.0017589 0.0017156 -1.1829107 0.9019381 -0.930621 1.0556366 0.0011006 0.0011766 3.21e-05 0.0001178 0.0239911 0.0739748 0.9098971 0.000180600596035898 7.16985619013932e-05 0.00149103434177035 7.18789045528283e-05 0.0643379125994055 7.14849135649035e-05 0.0566034720319092 7.10457403609397e-05 0.570953203845154 7.23583557549744e-05 0.0293686658680672 7.06405812035702e-05 0.276420022861271 7.159297837418e-05 7.25192164865408e-05 7.18686041876633e-05
16.4338 18.34143 11.10473 0.5 16.97792 152.79507 69 279 26.18116 26.18116 46 35.714 15.359 0 0 5.056 4.3 5.904 4.631 24.754 12.316 -9 0 0.0089083 0.0046791 0.0090644 0.0046544 0.0084025 0.003832 0.0086416 0.0038929 0.1422316 0.9236614 0.0953543 0.8759874 0.0090475 0.0045963 6.12e-05 0.0004503 0.0038548 0.0222562 0.930966 9.94340392554768e-05 9.99999683825469e-05 0.000101149260824668 0.000102940556848365 0.00187841366792973 9.98886805887682e-05 0.0119169307162767 0.000100557203005504 0.384440604303191 0.000479638145879687 0.0383352922308209 9.93071551568677e-05 0.554898687146761 0.00081615241172656 0.00643070542675009 0.000100299086603031
21.43675 8.8527 21.98035 0.5 15.73109 114.96975 348 388 18.06013 18.06013 47 71.634 33.595 0 0 12.298 8.418 11.336 7.757 48 25.547 -9 0 0.0174415 0.0093535 0.017297 0.0093419 0.0169962 0.008353 0.016725 0.0082881 -0.0146262 0.7909315 0.0224215 0.7973021 0.0174324 0.0092782 6.32e-05 0.0006955 0.0019132 0.0174619 0.9632453 0.00785237870090687 0.000208936656837429 0.000619410529869117 0.000208513562688197 0.0175983642486919 0.000207979293240442 0.0282040497947767 0.000208891133807955 0.133631609914417 0.000208536594052939 0.548661678076562 0.000207962587112097 0.253256332425866 0.00020831817914814 0.00850801791592815 0.000209020386095909
16.78068 27.90221 23.11059 0.5 10.30357 187.61715 254 460 3.25003 3.25003 48 61.814 39.764 0 0 9.556 8.82 18.438 12.858 33.82 28.003 -9 0 0.012366 0.0102689 0.0143746 0.0109426 0.0122946 0.0095053 0.014788 0.0100614 -0.2056279 1.0820777 -0.477033 0.9212889 0.0140545 0.0107748 0.0006842 0.0013786 0.0252524 0.0467604 0.9111898 0.00448371527705351 0.000154409672231551 0.0323217028032481 0.000154424295907624 0.0635389775020755 0.000154408263103919 0.239948795946173 0.000154386269982785 0.353618450475117 0.000154382799975969 0.18236285991129 0.000154369198259576 0.122335902391346 0.000154437700296485 0.000154379727669987 0.000154397766268619
7.23497 11.84217 4.88387 0.5 2.37392 88.95583 487 441 27.73712 27.73712 49 24.468 11.262 0 0 6.69 3.714 6.25 3.38 11.528 8.007 -9 0 0.0042809 0.0028671 0.0041806 0.0028324 0.0051351 0.0027303 0.0050111 0.0026713 -0.7749201 0.895075 -0.7427751 0.9415382 0.0042541 0.0028237 2.33e-05 0.0002226 0.0036821 0.0222668 0.9400415 0.000756325609333484 8.80424704789737e-05 0.00414341322904692 8.62473638142694e-05 0.00576139097485127 8.70821110318813e-05 0.15801030705822 8.73796848007879e-05 0.378543053243347 8.77855427578175e-05 0.118764804684326 8.66806723579492e-05 0.333229592367176 8.88176133705195e-05 8.65924089043876e-05 9.24849661827134e-05
23.23203 2.29473 13.89696 0.5 6.08553 169.70247 6 138 0.80461 0.80461 50 14.474 14.4 0.53 2.669 7.164 8.712 3.554 7.693 3.226 7.768 -8.756 2.242 0.0034805 0.0043333 0.0020935 0.0042173 0.0029286 0.0032255 0.0019111 0.0035818 0.3018672 1.239852 0.0389103 0.8054727 0.0057083 0.0064361 0.0029213 0.0043985 0.3209917 0.2607192 0.4330322 0.000683638961560097 0.000103853768561891 0.00385166433970197 0.000103991469968371 0.00632513027098619 0.000104404014876775 0.112678553439886 0.000103090836060848 0.122167041192423 0.000104146860843078 0.438204290459014 0.000214859284226995 0.31504245027036 0.000103863620414723 0.000104087135751612 0.000104934075364003
13.27691 26.1229 19.711 0.5 4.31885 84.87055 112 256 20.31414 20.31414 51 15.026 16.902 0 0 2.776 3.733 3.656 4.257 8.594 13.143 -9 0 0.0032128 0.0049585 0.0033817 0.0050849 0.0032049 0.0041951 0.0034529 0.0042409 -0.2368177 1.0167028 -0.4094309 1.0568514 0.003369 0.0051039 7.18e-05 0.0003577 0.0112321 0.0349397 0.9672313 0.000641632051112783 7.23526692940196e-05 0.00111722835880622 7.22945805758818e-05 0.00263961642942303 7.2416935747667e-05 0.0383192700890606 7.30493841587538e-05 0.585093305303907 7.17550967589163e-05 0.0695732721171939 7.25724758838855e-05 0.301964846591966 7.21230187166261e-05 7.22789015733637e-05 7.19859958215118e-05
7.41167 0.49624 14.14001 0.5 14.4156 54.01158 395 313 25.20394 25.20394 52 10.854 9.651 0 0 2.838 3.39 1.196 1.912 6.82 8.241 -9 0 0.0028307 0.0032353 0.0025639 0.0031818 0.0027223 0.0025747 0.0022595 0.0024799 -0.128359 1.1303762 0.2417882 1.0502949 0.0027733 0.003191 7.6e-05 0.0002976 0.0201179 0.0502244 0.9363003 6.69344439131084e-05 6.73556300859925e-05 9.24260849949431e-05 6.68632480246865e-05 0.000264287034961245 6.73796054941742e-05 0.0129253152714363 0.000193852833341534 0.215773920010355 0.00133047283325236 0.0908125034481299 0.000150415598846972 0.675472775205315 0.00258106124576887 6.7590267742283e-05 6.68472383373279e-05
8.02045 2.86914 12.36795 0.5 5.38342 155.3533 418 88 21.27544 21.27544 53 7.268 11.314 0 0 2.794 4.054 1.022 2.133 3.452 8.264 -9 0 0.0015292 0.0029441 0.0012646 0.0029639 0.0017606 0.0028163 0.0012611 0.0027117 -0.5430278 0.9864407 -0.0603853 0.9389556 0.001463 0.0029601 6.61e-05 0.0002899 0.0321875 0.0686729 0.9407641 8.38913840321508e-05 8.39215004964867e-05 0.00132067242331934 8.35007845607746e-05 0.00178472469031766 8.46631041722246e-05 0.436351439253462 8.40090437673883e-05 0.0300874776540774 8.40917046105693e-05 0.445687231057514 8.35784300240925e-05 0.0839285584246824 8.3911196880001e-05 8.43248504236768e-05 8.40044976595916e-05
26.32662 29.18574 23.57603 0.5 16.57323 45.71215 318 140 6.19188 6.19188 54 75.346 33.657 0 0 14.376 7.563 14.028 7.013 46.942 25.857 -9 0 0.0172911 0.0097341 0.0171962 0.0094042 0.0174917 0.0087068 0.0173716 0.0085142 -0.1682507 0.6540239 -0.1480643 0.6212707 0.0173207 0.0094959 7.71e-05 0.0006254 0.0030002 0.0181427 0.9681737 0.000911667000515912 0.000118613888148066 0.00106906193346228 0.000118431466132121 0.00740588498475176 0.000118644605611579 0.0618881958694345 0.000118558781836488 0.641337377474391 0.000119347469174164 0.0552728275801117 0.000118342706542924 0.230509492926907 0.000118974284992654 0.000656205939831408 0.000118373088156927
1.23828 18.61661 23.54431 0.5 3.69169 4.03449 240 374 12.37793 12.37793 55 53.012 22.425 0 0 4.562 4.952 11.038 8.645 37.412 19.476 -9 0 0.013797 0.0075849 0.0151399 0.0075776 0.0118312 0.0059388 0.0136566 0.0059695 0.6084734 0.9868169 0.3539498 0.8639823 0.0148314 0.0074524 0.000363 0.0009483 0.0137755 0.033883 0.8865413 6.55575293401246e-05 6.54880090604834e-05 0.000198874406242885 0.000165886191259782 0.00344531032535952 6.54862643948072e-05 0.0404678677945972 0.000600243805144689 0.773801190551406 0.000856604625322392 0.0170125876825335 0.000391451418192104 0.161729642012453 0.0010027382131235 6.55364864148955e-05 6.5534685154426e-05
5.11523 23.86714 6.95349 0.5 9.59301 39.79383 132 373 29.56762 29.56762 56 25.126 10.636 0 0 4.172 3.403 4.922 3.652 16.032 7.942 -9 0 0.0057881 0.002974 0.0058633 0.0030469 0.0056949 0.0025805 0.0059063 0.002598 0.0280174 0.8786516 -0.0807018 0.876842 0.0058727 0.0029318 4.7e-05 0.0003133 0.0053514 0.0279154 0.904516 0.00359678633893243 6.71551274111407e-05 0.00102526776918103 6.72767367940428e-05 0.000908495428922311 6.70710835845828e-05 0.120507916637347 6.74248064649009e-05 0.514961414430162 0.000507681401350735 0.117259883907835 6.71839793667391e-05 0.235956850508394 6.71559671473503e-05 0.0048049857932754 6.74500838307607e-05
8.45128 29.05801 27.14231 0.5 11.1817 65.83532 406 128 20.63307 20.63307 57 93.714 23.692 0 0 13.066 8.347 13.354 8.389 67.294 19.701 -9 0 0.0249921 0.0082825 0.0249706 0.0077957 0.0233608 0.0068393 0.0233534 0.0065969 0.2801784 0.6673116 0.2807801 0.6085809 0.0250651 0.0078509 8.37e-05 0.0008632 0.0018513 0.0180957 0.9081879 0.000102624429413109 0.00010148658825774 0.000250086926706773 0.000103455589913816 0.00133604135211941 0.000101527576324751 0.12022234825251 0.000101909608611691 0.180341769810225 0.000106211158716202 0.246293886185 0.000895412962440139 0.448021195331529 0.00133267056656658 0.000585188448629213 0.000104185213036986
0.0286 3.81926 8.03347 0.5 3.97398 7.37543 113 229 17.85285 17.85285 58 1.698 1.764 0.002 0.045 0.056 0.239 1.484 1.563 0.156 0.835 -9 0 6.22e-05 0.0002652 0.0003063 0.0004469 5.98e-05 0.0002465 0.0004623 0.0004947 0.0203899 0.4027334 -0.6092962 0.7731469 0.0002441 0.0003986 5.98e-05 0.0001655 0.0715322 0.12918 0.4620525 5.10137966060439e-05 5.11623856616531e-05 0.000104985041493752 5.10996204930144e-05 0.000411991063322647 0.000271108868769332 0.386800329331781 0.00187074327748227 0.181414683301019 0.00407698116411493 0.268783815414918 0.00211303758739984 0.150302118840312 0.0035947586835342 5.1137323418258e-05 5.10342996743311e-05
12.88645 0.52113 20.05919 0.5 5.22687 113.72304 230 413 4.31589 4.31589 59 30.704 24.717 0 0 12 15.537 2.466 5.274 16.238 17.721 -9 0 0.0087346 0.0080377 0.0063814 0.0069948 0.0079594 0.0068594 0.0052721 0.0052904 0.2151795 1.3044739 0.4857428 1.2086257 0.0087632 0.0079393 0.0012052 0.0021048 0.077801 0.0971979 0.7496914 0.00069534941762497 0.000112838560119174 0.00810753963019583 0.00011281566010613 0.00616318019163724 0.000112752863906663 0.0357825224557172 0.000542205795308479 0.280369455843143 0.000551026153172372 0.224705446149182 0.000961781115749934 0.440871089906708 0.00068613854431477 0.000112824380935032 0.000113033332178219
29.89564 14.25274 7.30929 0.5 7.39599 35.87698 200 461 2.21666 2.21666 60 25.86 12.21 0 0 7.732 4.062 8.356 3.735 9.772 8.747 -9 0 0.0040663 0.003238 0.0040921 0.0032883 0.0049338 0.0029846 0.0051097 0.0029623 -0.8358213 0.8153523 -0.9481408 0.7830446 0.0041894 0.0033441 0.0001102 0.0003693 0.0120671 0.0255057 0.9507852 0.00562384660844876 0.000113576855731682 0.111453041733667 0.000112720233656537 0.27923478049613 0.000113283817489563 0.268379162989352 0.000110677050713994 0.0626967610428197 0.000116404289900915 0.214220825202512 0.000112737645197206 0.0573669136450849 0.000113588705134091 0.000113398917994303 0.000118280766166864
20.17543 22.55924 11.08053 0.5 11.75949 183.30505 58 9 25.76933 25.76933 61 14.158 12.017 0 0 2.466 2.817 2.258 2.401 9.434 10.174 -9 0 0.0035045 0.0039255 0.0034669 0.0038735 0.0033542 0.0031601 0.0032956 0.0030683 -0.1934504 1.072733 -0.1755807 1.0489564 0.0035439 0.0038725 5.82e-05 0.0002969 0.0099231 0.0314898 0.9547988 4.46459580421754e-05 4.50503919841027e-05 4.45744572659682e-05 4.44894676493165e-05 4.51610147175445e-05 4.48079019898672e-05 0.00358603306782917 4.48239164069061e-05 0.536856856922825 0.000520840606060875 0.0100806213395312 0.000190434942083605 0.446421952286453 0.00194040243124174 4.46566768080847e-05 4.46486191111188e-05
6.34275 25.35293 11.42581 0.5 17.03117 86.6601 76 473 10.46719 10.46719 62 17.484 10.262 0 0 3.482 2.989 5.854 3.638 8.148 7.588 -9 0 0.0030367 0.0027059 0.0032766 0.0028626 0.0032781 0.0024491 0.0039467 0.0025945 -0.3350868 0.9057546 -0.7438708 0.7672717 0.003239 0.0028017 8.23e-05 0.0002587 0.0125565 0.0300732 0.9255103 0.00104432094301384 9.84657953517066e-05 0.00237164611791019 9.89278072127951e-05 0.00744278008225399 9.91096322466698e-05 0.0494912655774769 9.82438600696791e-05 0.500146843876127 9.91933013108696e-05 0.0577179463778447 9.82499564678208e-05 0.380898285380307 9.82913774499521e-05 9.82401447807636e-05 9.81897701766923e-05
26.2837 25.83836 0.21934 0.5 17.12396 106.98377 322 380 19.57602 19.57602 63 14.344 4.629 0 0 6.126 3.03 6.1 3.063 2.118 1.652 -9 0 0.0010157 0.0003836 0.0010071 0.0003953 0.0023237 0.0008487 0.0023164 0.0008879 -1.838243 0.4379351 -1.8511468 0.3756136 0.0010135 0.0003273 2e-06 1.83e-05 0.0010673 0.0089067 0.409482 0.000191655139130425 0.000311019529408656 0.000570629598693045 0.000546751682219634 0.00615293446257203 0.00091373231380266 0.130168946138527 0.00452082367582933 0.32385391317054 0.00926320328743943 0.0156267702022408 0.00336136629558299 0.493960833661915 0.0104278748029514 6.47493660164731e-05 6.47966731312828e-05
6.77818 22.94894 0.1206 0.5 1.66801 28.6256 330 432 20.49028 20.49028 64 10.618 5.797 0 0 4.102 3.165 4.554 3.027 1.962 1.574 -9 0 0.0008466 0.0004357 0.0008823 0.0004411 0.0017093 0.0010331 0.0018367 0.0010014 -1.3106443 0.9264585 -1.4739947 0.7728977 0.0008776 0.0003876 1.32e-05 5.74e-05 0.0091658 0.0367294 0.5607412 0.000656217929551999 0.000267989415367361 0.0564613854183197 0.000192358961777832 0.0174197048237051 0.000304183961791366 0.26107265790263 0.00030564408744465 0.277364625668678 8.87999383361957e-05 0.085077481076994 0.000772076797775268 0.299711036249863 0.000166466265084293 6.97033518654019e-05 6.96681508149908e-05
2.26595 16.53612 19.08477 0.5 9.7255 184.75308 87 208 3.08078 3.08078 65 16.546 19.65 0.012 0.19 1.544 3.714 10.564 14.846 4.426 9.835 -9 0 0.0018749 0.0042495 0.0041139 0.0055719 0.0016828 0.0034088 0.0042252 0.0051707 0.0294561 0.998761 -0.2416474 1.2459934 0.0038536 0.005406 0.0008592 0.0017581 0.1277807 0.1409115 0.5712549 0.00108980162601743 7.03382693846761e-05 0.0199517117595879 0.000343314393890389 0.00214090415531726 0.00178157318713171 0.0831768587014605 7.24009699660624e-05 0.00542096119454007 7.06095360853537e-05 0.814964526468672 7.02914706818266e-05 0.0692173585539519 0.0014882210447971 7.04761033818446e-05 7.06525651336046e-05
8.92167 14.3583 22.76084 0.5 16.19749 109.22823 408 385 21.03802 21.03802 66 32.754 26.774 0 0 7.268 5.157 7.298 5.32 18.188 20.43 -9 0 0.0066695 0.0074418 0.0067364 0.0076416 0.0071753 0.0066307 0.0071837 0.0066455 -0.5240611 0.8097251 -0.5193987 0.8300455 0.0067294 0.0075488 2.64e-05 0.0003872 0.0018421 0.0215126 0.9795949 7.2708707846306e-05 7.26265759662528e-05 0.00145405971570679 7.26062657345827e-05 0.00997359145708991 7.26819470475934e-05 0.260308225753089 7.25686356844935e-05 0.47030893401207 7.25294640206702e-05 0.0471918297789392 7.26066825199604e-05 0.206592903301961 7.26486077491654e-05 0.00351683252866116 7.26465659145919e-05
8.78409 18.35604 12.2081 0.5 12.35171 156.25006 128 320 13.74516 13.74516 67 28.504 17.864 0 0 3.89 4.187 6.296 5.879 18.318 13.611 -9 0 0.0067487 0.005136 0.007286 0.0052768 0.0062598 0.0043675 0.0069379 0.0044798 0.1597059 1.1910619 0.0273681 1.1184795 0.0072228 0.0052076 0.0002055 0.0006451 0.0154072 0.038591 0.9184088 0.00118591033671873 8.13390284662899e-05 0.00115007071498074 8.23514487154248e-05 0.000548169645383236 8.23760068723736e-05 0.130797387008514 8.1349372588335e-05 0.0663917362544176 0.000212323670791782 0.604153343762021 8.16148853837545e-05 0.194537641135302 0.000449648242666948 8.16906043010355e-05 8.30478828764729e-05
3.2457 14.82621 14.92559 0.5 9.22605 152.7616 222 209 26.41403 26.41403 68 22.55 20.557 0 0 3.014 4.693 3.932 5.237 15.604 16.402 -9 0 0.0056147 0.0059583 0.0058889 0.005992 0.0052478 0.0052172 0.0055066 0.0052098 0.0711486 1.1736389 0.0121689 1.2227418 0.0058553 0.0059675 0.0001035 0.0004544 0.0144364 0.0415222 0.9456692 5.28654072583417e-05 5.36412882575516e-05 0.000267805141302137 5.29074414605197e-05 0.000607193502920469 5.29940871898874e-05 0.0160306480543491 5.28255040789778e-05 0.174096154898825 5.28132232306129e-05 0.0862087031814596 5.32480533359876e-05 0.722259508211704 5.29149365822943e-05 5.28574749791741e-05 5.29195930659444e-05
