dataset	bialsites_avg	bialsites_std	sf_avg	sf_std	sxA_avg	sxA_std	sxB_avg	sxB_std	ss_avg	ss_std	Wald_avg	Wald_std	piA_avg	piA_std	piB_avg	piB_std	thetaA_avg	thetaA_std	thetaB_avg	thetaB_std	DtajA_avg	DtajA_std	DtajB_avg	DtajB_std	divAB_avg	divAB_std	netdivAB_avg	netdivAB_std	FST_avg	FST_std	corr_pi
550	35.689	35.172	12.797	24.300	8.582	8.808	8.597	9.825	5.713	8.257	2.993	20.813	0.0964061	0.0548781	0.0946675	0.0576871	0.0969871	0.0553687	0.0946537	0.0565657	-0.0440513	0.7806330	-0.0206683	0.7936804	0.2654232	0.2566007	0.1698866	0.2595086	0.2462560	0.3721573	0.4054048
551	20.512	22.887	2.863	11.899	5.059	7.682	5.146	7.858	7.444	12.535	-6.634	8.530	0.0865467	0.0903226	0.0863410	0.0898488	0.0858257	0.0866527	0.0862350	0.0889566	0.0148656	0.8656073	-0.0408531	0.8957856	0.1193063	0.1342643	0.0328625	0.1178651	0.0721377	0.2510800	0.7019405
552	47.841	46.081	27.122	37.436	13.521	14.803	3.041	5.828	4.157	8.995	7.738	22.536	0.1159126	0.0812444	0.0486292	0.0734833	0.1161276	0.0798850	0.0486493	0.0741102	-0.0566801	0.7581140	0.0490737	0.7464713	0.4354652	0.3601313	0.3531940	0.3725251	0.4345031	0.4299406	0.3315834
553	67.969	47.851	0.954	5.918	21.237	18.161	20.470	17.805	25.309	22.481	-7.712	7.581	0.3120192	0.1088003	0.3039517	0.1124415	0.3139133	0.1074703	0.3055549	0.1115359	-0.0736207	0.5869266	-0.0464044	0.6363543	0.3236237	0.1026848	0.0156382	0.0912952	0.0222128	0.1390568	0.4304223
554	49.813	35.202	4.050	6.638	21.233	18.930	16.329	14.901	8.201	11.254	-0.383	13.796	0.2023681	0.0818793	0.1635157	0.0700075	0.2034381	0.0825481	0.1641390	0.0699589	-0.0462956	0.6538490	-0.0302193	0.6919478	0.2729622	0.1298439	0.0900204	0.1137359	0.1649971	0.2121376	0.2328607
555	30.935	30.698	7.810	19.520	8.150	8.905	7.355	8.533	7.621	10.388	-1.811	17.115	0.1042870	0.0682249	0.0980928	0.0688098	0.1051821	0.0675748	0.0991644	0.0686165	-0.0956413	0.7671577	-0.1065438	0.7501085	0.2055513	0.2180057	0.1043613	0.2212584	0.1518148	0.3304857	0.6153938
556	42.591	35.166	3.516	11.149	12.394	11.937	13.224	14.611	13.458	16.053	-3.952	15.250	0.1677371	0.0899218	0.1769701	0.0919588	0.1686270	0.0894273	0.1775650	0.0913043	-0.0581102	0.7179391	-0.0429641	0.7182836	0.2278395	0.1637565	0.0554859	0.1527749	0.0774397	0.2192334	0.4050681
557	32.579	29.265	11.244	12.525	15.577	16.983	4.290	4.911	1.468	4.324	8.669	17.154	0.1141897	0.0743779	0.0391802	0.0427641	0.1146524	0.0738173	0.0391631	0.0425403	-0.0573134	0.7590070	0.0064062	0.8611637	0.2456184	0.1411281	0.1689333	0.1257523	0.4415956	0.3107162	0.1821120
558	8.303	13.964	1.579	9.605	2.329	4.147	1.858	2.877	2.538	3.892	-8.116	5.769	0.0333358	0.0370989	0.0303983	0.0328151	0.0332315	0.0362124	0.0305332	0.0330908	-0.0213893	0.8739491	-0.0133973	0.8530604	0.0538343	0.1243045	0.0219672	0.1170405	0.0311866	0.2051819	0.6090536
559	16.444	14.012	0.530	4.332	4.577	5.834	4.959	6.021	6.377	7.575	-8.471	3.856	0.0748236	0.0534591	0.0764843	0.0513623	0.0750003	0.0532278	0.0766523	0.0509661	-0.0431134	0.8577957	-0.0389100	0.8186582	0.0809762	0.0577929	0.0053222	0.0449660	0.0138532	0.1528951	0.5714760
560	36.338	27.870	3.466	8.861	12.322	13.134	10.131	10.044	10.420	11.752	-3.275	13.903	0.1563183	0.0811440	0.1414307	0.0751003	0.1565232	0.0793381	0.1409873	0.0740279	-0.0515641	0.7302487	0.0126883	0.7744183	0.2028228	0.1350688	0.0539483	0.1250909	0.0967989	0.2369833	0.4587092
561	53.799	42.726	10.314	19.457	17.736	18.219	14.490	13.731	11.259	15.039	3.998	21.556	0.1946515	0.1026856	0.1769108	0.1064322	0.1946520	0.1003245	0.1760684	0.1029888	-0.0262696	0.7428393	0.0091615	0.7841085	0.3280853	0.2054691	0.1423041	0.2179801	0.2015266	0.3069396	0.4274912
562	27.909	19.434	0.179	1.020	9.237	8.330	8.996	7.938	9.497	8.931	-8.800	2.084	0.1252268	0.0573262	0.1224665	0.0525970	0.1257069	0.0565354	0.1234674	0.0532905	-0.0477885	0.6904778	-0.0699443	0.6864947	0.1282086	0.0507587	0.0043620	0.0300682	0.0140052	0.1162008	0.4388165
563	58.344	40.783	0.732	4.236	17.719	15.860	16.660	15.182	23.233	20.505	-7.811	7.094	0.2789651	0.1080660	0.2688971	0.1098335	0.2779439	0.1057369	0.2691940	0.1099482	0.0334621	0.6596327	0.0018739	0.6475197	0.2830693	0.0997084	0.0091380	0.0794657	0.0143545	0.1314098	0.5079807
564	30.932	38.514	6.290	15.195	12.632	19.233	6.142	10.434	5.867	9.956	-0.471	18.676	0.1233867	0.1094594	0.0794094	0.0884895	0.1235310	0.1091321	0.0791671	0.0874395	-0.0088028	0.7919193	-0.0267029	0.8293337	0.1948728	0.2111181	0.0934748	0.1789331	0.1487667	0.2868053	0.4577309
565	59.246	46.788	17.706	27.656	13.915	12.598	18.153	17.399	9.471	14.410	11.126	27.408	0.1596063	0.0986671	0.1883620	0.0971887	0.1602481	0.0985802	0.1877156	0.0938510	-0.0428602	0.7495572	-0.0011876	0.7571482	0.4151416	0.2548355	0.2411576	0.2840393	0.3036940	0.3588634	0.4484848
566	43.124	32.629	2.113	6.287	13.686	14.180	13.196	12.680	14.129	15.008	-5.381	10.138	0.1883828	0.0956559	0.1833248	0.0964109	0.1884075	0.0939971	0.1835988	0.0959420	-0.0139550	0.7123159	-0.0239592	0.6782428	0.2252098	0.1296982	0.0393561	0.1136252	0.0638090	0.2002943	0.5331343
567	19.433	16.922	0.950	2.623	5.599	6.294	7.823	8.845	5.061	6.732	-7.150	6.309	0.0707046	0.0542489	0.0865916	0.0541416	0.0711728	0.0550374	0.0873540	0.0547735	0.0024268	0.8000686	-0.0457522	0.7474382	0.0975128	0.0613561	0.0188647	0.0442903	0.0841713	0.1980890	0.4394142
568	41.630	33.621	0.734	4.003	12.734	13.848	11.431	12.630	16.732	17.462	-7.793	5.751	0.1950156	0.1079289	0.1833511	0.1032528	0.1938777	0.1039699	0.1833311	0.1009636	0.0060954	0.7851261	-0.0267669	0.7560786	0.2027517	0.1100203	0.0135683	0.0788115	0.0237970	0.1463228	0.5679865
569	46.725	31.335	2.660	4.727	17.338	14.056	21.104	16.260	5.623	8.657	-4.553	9.515	0.1561359	0.0799267	0.1815533	0.0824352	0.1562818	0.0776034	0.1826131	0.0827261	-0.0379034	0.7422947	-0.0456151	0.6595272	0.2461643	0.0963633	0.0773197	0.0732191	0.1888700	0.1619033	0.1403594
570	61.911	42.653	0.800	4.646	18.978	16.227	19.784	17.685	22.349	18.166	-7.758	6.852	0.2811004	0.1050817	0.2861849	0.0991897	0.2811140	0.1045280	0.2860925	0.0976842	0.0089683	0.6651768	0.0079937	0.6280029	0.2970511	0.0947420	0.0134082	0.0844125	0.0202570	0.1283223	0.3891284
571	15.959	35.610	5.599	15.176	0.654	3.256	8.891	21.040	0.815	4.043	-1.926	17.465	0.0102919	0.0412603	0.0668945	0.1243978	0.0104833	0.0422103	0.0671825	0.1241707	-0.0157107	0.4608781	-0.0931639	0.5122551	0.1223398	0.2319111	0.0837466	0.1805886	0.2364747	0.3128236	0.3859201
572	58.734	44.210	1.194	6.287	16.738	15.995	18.242	17.518	22.560	21.731	-7.126	8.956	0.2602596	0.1233936	0.2740988	0.1207638	0.2598953	0.1214093	0.2731845	0.1190518	-0.0011038	0.6813412	0.0252079	0.6864302	0.2853339	0.1241859	0.0181549	0.1012477	0.0270117	0.1500915	0.5750335
573	56.218	41.536	10.336	20.181	11.617	11.553	20.323	20.119	13.941	17.616	3.682	21.997	0.1732035	0.1192835	0.2307145	0.1026246	0.1734354	0.1175586	0.2301386	0.1007026	-0.0458035	0.7447234	0.0187127	0.7473328	0.3447432	0.1903611	0.1427844	0.2243618	0.2082732	0.3185693	0.3874846
574	45.033	37.707	5.863	12.392	8.314	12.360	20.161	22.281	10.695	16.208	-0.621	15.273	0.1300831	0.1390833	0.2066765	0.1282689	0.1294547	0.1368681	0.2076305	0.1282852	0.0017606	0.7923462	-0.0522365	0.7237909	0.2632593	0.1607545	0.0948795	0.1504034	0.1982596	0.2873991	0.3892348
575	75.440	51.153	34.203	28.036	33.756	27.269	5.030	6.175	2.451	9.975	28.377	25.227	0.2399493	0.0951758	0.0519054	0.0834550	0.2401073	0.0930209	0.0520754	0.0832521	-0.0180977	0.6378096	-0.0089099	0.8706167	0.6263008	0.1748058	0.4803734	0.2161523	0.6105686	0.2511438	0.1905261
576	16.980	28.228	11.749	24.511	2.758	4.518	1.390	2.048	1.083	2.549	-4.017	11.536	0.0255903	0.0271896	0.0161337	0.0202572	0.0254176	0.0261976	0.0160930	0.0196146	-0.0046688	0.8144478	-0.0179190	0.8166833	0.1678933	0.2453494	0.1470313	0.2407838	0.2926768	0.4366487	0.3924238
577	70.601	46.903	12.054	15.425	21.704	17.923	27.954	23.322	8.889	16.682	11.359	21.818	0.2037088	0.0991701	0.2494205	0.0956099	0.2040893	0.0976480	0.2501843	0.0939275	-0.0325458	0.6991879	-0.0497997	0.6186135	0.4364800	0.1504262	0.2099150	0.1874870	0.3032444	0.2609823	0.0477979
578	46.294	36.794	2.035	8.884	17.636	16.699	11.824	14.101	14.799	16.232	-6.508	9.897	0.2205833	0.1113007	0.1760356	0.1214511	0.2205905	0.1103722	0.1750827	0.1199547	-0.0185623	0.6931691	0.0698135	0.8297703	0.2419619	0.1336736	0.0436526	0.1130208	0.0897137	0.1884623	0.4297213
579	38.793	36.726	2.344	9.657	10.736	12.524	12.843	14.964	12.871	15.598	-6.120	11.229	0.1564651	0.1196638	0.1727397	0.1192062	0.1580478	0.1202001	0.1728984	0.1187282	-0.0984311	0.7371480	-0.0246525	0.7458013	0.2047723	0.1646421	0.0401697	0.1347756	0.0617343	0.2019581	0.6645762
580	9.139	15.008	2.841	7.114	0.120	1.007	5.985	10.173	0.192	1.409	-5.811	8.350	0.0023344	0.0156792	0.0433236	0.0637622	0.0023988	0.0164279	0.0431246	0.0635347	-0.0046581	0.2534055	0.0020261	0.6354779	0.0676015	0.1022651	0.0447725	0.0825528	0.3587399	0.3050777	0.2126252
581	61.104	46.050	4.429	13.361	18.567	17.235	17.447	17.472	20.660	21.670	-3.597	15.614	0.2594434	0.1169268	0.2515449	0.1246527	0.2596227	0.1154062	0.2522075	0.1244315	-0.0173457	0.6348065	-0.0242792	0.7067499	0.3253668	0.1691732	0.0698725	0.1889569	0.0881275	0.2414595	0.4965026
582	53.410	36.593	1.063	3.028	20.652	16.405	18.447	15.945	13.248	14.528	-7.409	5.820	0.2321387	0.1033853	0.2148198	0.1050392	0.2303331	0.0998689	0.2138554	0.1028362	0.0499362	0.7201489	0.0462011	0.7936322	0.2694246	0.0969080	0.0459453	0.0684538	0.1032308	0.1392201	0.3376055
583	47.839	41.980	2.819	11.101	12.591	14.406	14.673	18.811	17.756	21.255	-5.351	12.894	0.2022766	0.1393025	0.2126514	0.1261302	0.2005295	0.1356804	0.2117373	0.1239382	0.0554898	0.7926661	0.0213703	0.7712244	0.2458179	0.1541464	0.0383540	0.1353043	0.0567842	0.2076371	0.5455242
584	19.392	21.378	4.033	15.116	4.887	5.816	4.835	5.455	5.636	7.424	-6.098	10.585	0.0714081	0.0515015	0.0708804	0.0499790	0.0712381	0.0499417	0.0709501	0.0485648	-0.0315538	0.8439260	-0.0573501	0.7987943	0.1199836	0.1610251	0.0488393	0.1609144	0.0802533	0.2708617	0.5681372
585	31.272	26.044	2.368	6.493	8.852	9.046	12.455	14.496	7.597	9.726	-4.573	11.455	0.1115162	0.0660383	0.1386985	0.0777312	0.1116650	0.0654083	0.1392766	0.0777316	-0.0299375	0.7453613	-0.0394317	0.7136250	0.1673813	0.1116201	0.0422740	0.0874873	0.0961507	0.2034989	0.3686729
586	15.658	11.864	0.026	0.309	5.231	5.195	5.109	5.290	5.292	5.697	-8.967	0.774	0.0709267	0.0422336	0.0700053	0.0422826	0.0712751	0.0414692	0.0704419	0.0412603	-0.0911730	0.7353205	-0.1075147	0.7480142	0.0714181	0.0367799	0.0009520	0.0162488	0.0070910	0.1075945	0.5175840
587	59.497	43.060	0.155	1.390	16.996	17.478	17.187	15.257	25.159	22.966	-8.815	2.394	0.2798270	0.1141622	0.2867111	0.1123271	0.2791965	0.1111396	0.2864492	0.1099132	0.0006293	0.7007061	0.0101726	0.7031987	0.2828001	0.0902472	-0.0004690	0.0542219	0.0000180	0.0998111	0.4085127
588	60.706	45.213	11.959	15.186	21.216	18.889	21.255	18.734	6.275	11.733	11.283	22.751	0.1854390	0.0801565	0.1830088	0.0796717	0.1852029	0.0783757	0.1841468	0.0786741	-0.0011295	0.7044696	-0.0789164	0.6717924	0.3845849	0.1687986	0.2003612	0.1759161	0.3130859	0.2712452	0.0624330
589	39.558	28.907	0.159	1.389	10.911	10.726	11.362	12.039	17.126	16.171	-8.732	2.435	0.1905275	0.0959810	0.1912984	0.0910274	0.1897306	0.0931207	0.1907098	0.0898090	0.0061224	0.7887332	0.0213123	0.7640516	0.1907568	0.0771668	-0.0001561	0.0406602	0.0027165	0.1125416	0.5249887
590	34.832	28.717	2.669	12.486	9.651	10.391	9.937	10.312	12.575	13.210	-6.144	11.345	0.1494478	0.0876945	0.1496884	0.0831607	0.1507693	0.0879289	0.1509092	0.0833828	-0.0875359	0.7119257	-0.0826732	0.7276866	0.1811856	0.1412820	0.0316176	0.1331596	0.0426633	0.2020973	0.5326080
591	53.689	40.777	1.436	5.717	15.730	16.148	17.120	17.658	19.403	20.013	-6.741	8.565	0.2346203	0.1212694	0.2437933	0.1229840	0.2342645	0.1191793	0.2422712	0.1190507	0.0048741	0.7303356	0.0259236	0.7524391	0.2652204	0.1250943	0.0260136	0.0985044	0.0403803	0.1588572	0.4248760
592	35.543	25.168	0.070	0.690	10.673	10.058	11.436	10.102	13.364	12.904	-8.896	1.389	0.1615304	0.0805466	0.1685030	0.0809069	0.1620918	0.0788626	0.1688826	0.0790968	-0.0723141	0.6669335	-0.0574608	0.6772493	0.1650190	0.0684591	0.0000024	0.0335292	0.0003810	0.0985159	0.5309199
593	55.377	42.851	0.403	3.013	16.835	18.037	15.749	15.426	22.390	19.928	-8.338	5.051	0.2607234	0.1206485	0.2543077	0.1208560	0.2611152	0.1203759	0.2534122	0.1198693	-0.0255696	0.6690576	0.0402960	0.7001483	0.2605672	0.1074824	0.0030516	0.0587328	0.0063202	0.1124217	0.5682239
594	28.906	21.142	0.068	0.549	10.102	8.586	10.146	8.444	8.590	9.091	-8.926	1.215	0.1213812	0.0533545	0.1221585	0.0539950	0.1232496	0.0530975	0.1244694	0.0549470	-0.1651468	0.6141748	-0.1807428	0.5752899	0.1250491	0.0470894	0.0032793	0.0226050	0.0143016	0.0887753	0.4438716
595	36.222	28.601	0.906	5.026	10.022	10.454	10.608	12.004	14.686	15.977	-7.643	6.560	0.1649599	0.0985035	0.1677139	0.1001413	0.1640823	0.0959840	0.1683704	0.1000999	0.0175621	0.7855713	-0.0254077	0.7521338	0.1821180	0.1161003	0.0157811	0.0939478	0.0266358	0.1688559	0.5839230
596	66.691	45.323	5.989	9.733	28.153	24.363	18.739	16.220	13.810	20.490	1.211	15.117	0.2800450	0.1101857	0.2121466	0.1223109	0.2808216	0.1084572	0.2129857	0.1216603	-0.0441780	0.6334615	-0.0460742	0.7296980	0.3727673	0.1276073	0.1266716	0.1555667	0.2059822	0.2368863	0.1317405
597	34.747	32.269	9.007	17.242	10.384	14.941	9.445	12.139	5.909	11.025	-0.092	15.093	0.1104694	0.0974622	0.1060527	0.0961187	0.1104841	0.0973944	0.1055946	0.0927078	-0.0002486	0.8972265	-0.0419177	0.8790423	0.2432341	0.2077805	0.1349731	0.2040990	0.2503600	0.3481495	0.3608990
598	23.503	16.961	0.789	2.467	9.429	8.744	9.163	7.931	4.122	5.514	-8.070	4.273	0.0903411	0.0519425	0.0890993	0.0497050	0.0905247	0.0511265	0.0892952	0.0486273	-0.0368957	0.7626652	-0.0351918	0.7821205	0.1175421	0.0546613	0.0278218	0.0428479	0.1386146	0.1723530	0.2304326
599	59.706	39.709	7.555	12.490	23.512	20.983	15.168	13.457	13.471	16.501	3.344	19.327	0.2478573	0.0874579	0.1911466	0.1153622	0.2495519	0.0869090	0.1908218	0.1140168	-0.0793842	0.6094169	-0.0037211	0.7127998	0.3520501	0.1543214	0.1325480	0.1839340	0.2046205	0.2795219	0.3059547
600	28.081	25.780	4.172	8.960	10.806	13.704	6.427	7.801	6.677	10.354	-2.625	12.877	0.1175554	0.0848010	0.0861659	0.0785000	0.1169828	0.0831733	0.0863092	0.0779103	0.0068887	0.7636469	-0.0125624	0.8202986	0.1725674	0.1405882	0.0707067	0.1314461	0.1669793	0.2927480	0.4297206
601	27.196	21.262	1.518	7.397	8.035	8.625	7.891	8.197	9.752	11.334	-7.118	7.841	0.1194615	0.0696696	0.1185099	0.0707398	0.1198806	0.0692123	0.1188434	0.0694880	-0.0297391	0.7841426	-0.0591786	0.7629012	0.1449393	0.1129131	0.0259535	0.1061207	0.0511251	0.2027412	0.4569665
602	18.394	32.599	5.501	18.871	3.268	6.508	6.963	13.467	2.662	3.551	-3.828	16.446	0.0420418	0.0527418	0.0623711	0.0635257	0.0419806	0.0512668	0.0629698	0.0638501	-0.0011786	0.9018229	-0.1136323	0.7555017	0.1263224	0.2229603	0.0741160	0.1978819	0.1110336	0.2694358	0.3136567
603	34.100	34.102	21.420	28.679	4.932	5.370	5.348	5.642	2.401	4.858	4.922	17.801	0.0506339	0.0410165	0.0535984	0.0425791	0.0507717	0.0407638	0.0535875	0.0402344	-0.0519243	0.8484016	-0.0436887	0.8317853	0.3248317	0.2838494	0.2727155	0.2887082	0.4451920	0.4439752	0.4601621
604	63.799	44.950	0.161	1.091	20.033	17.246	18.904	17.344	24.701	21.010	-8.728	2.595	0.2994701	0.1056854	0.2901504	0.1095564	0.2997473	0.1029131	0.2892694	0.1076799	-0.0244657	0.6450819	0.0177777	0.6265706	0.2996145	0.0877131	0.0048043	0.0535788	0.0083544	0.0959680	0.3229952
605	57.331	41.496	4.848	11.391	20.776	18.071	17.932	15.952	13.774	16.105	-0.340	17.255	0.2347478	0.0960093	0.2129725	0.0993615	0.2362945	0.0955156	0.2125598	0.0982642	-0.0753639	0.6114613	0.0109025	0.6989513	0.3076931	0.1443477	0.0838331	0.1451172	0.1294414	0.2246345	0.3490994
606	56.664	50.256	39.185	41.573	10.177	10.789	5.181	5.704	2.120	5.827	13.852	23.484	0.0823893	0.0576990	0.0490715	0.0460360	0.0818992	0.0555286	0.0491114	0.0458977	0.0263955	0.8838477	-0.0060787	0.8575428	0.5543576	0.3363151	0.4886270	0.3481988	0.6071048	0.4054850	0.2342230
607	54.359	40.590	2.396	9.189	24.105	21.462	12.878	14.748	14.980	17.125	-5.675	10.567	0.2642197	0.1122545	0.1897092	0.1328381	0.2648630	0.1113083	0.1889282	0.1304677	-0.0188556	0.6730797	0.0333781	0.8685434	0.2846262	0.1256894	0.0576618	0.1149143	0.1177538	0.1942546	0.3720680
608	51.444	35.526	8.651	11.027	12.024	11.131	23.582	20.236	7.187	12.327	6.752	18.318	0.1291519	0.0923626	0.2072493	0.0796204	0.1299582	0.0926800	0.2079609	0.0802870	-0.0423131	0.7363160	-0.0121500	0.6753600	0.3093001	0.1229365	0.1410996	0.1385923	0.2814559	0.2696176	0.2205449
609	30.078	26.119	3.460	9.393	4.061	6.306	20.065	17.078	2.492	7.178	-4.340	12.610	0.0438800	0.0715897	0.1497582	0.0806371	0.0439910	0.0706564	0.1520136	0.0804008	-0.0697492	0.7882431	-0.1550751	0.6440597	0.1678934	0.1326385	0.0710744	0.1123153	0.2289347	0.2129135	0.3694519
610	14.410	19.381	2.309	9.448	3.220	7.489	6.407	9.770	2.475	5.298	-7.039	7.805	0.0380409	0.0520655	0.0593276	0.0638638	0.0382898	0.0531877	0.0597555	0.0621862	0.0000456	0.8877131	-0.1385282	0.7503217	0.0849727	0.1307736	0.0362884	0.1132938	0.1156026	0.2319474	0.4059690
611	62.645	47.465	5.070	12.726	19.811	19.593	20.277	20.303	17.486	19.522	-1.447	16.818	0.2539278	0.1130052	0.2537787	0.1135594	0.2532440	0.1114142	0.2536321	0.1114276	0.0214935	0.7094003	-0.0057570	0.7077330	0.3347522	0.1509207	0.0808989	0.1618466	0.1134952	0.2328725	0.3518383
612	49.510	36.356	4.113	8.031	19.625	18.638	16.412	14.201	9.360	11.832	-0.734	14.734	0.1938303	0.0753160	0.1750303	0.0764902	0.1950961	0.0749789	0.1750675	0.0759610	-0.0751391	0.6056272	-0.0053313	0.6797760	0.2594433	0.1050054	0.0750130	0.1065500	0.1548522	0.2245882	0.3570731
613	40.396	29.055	0.841	3.213	12.867	11.257	13.738	12.413	12.950	13.850	-7.662	5.489	0.1723671	0.0833001	0.1792860	0.0801968	0.1728624	0.0827318	0.1801315	0.0792459	-0.0176103	0.7139655	-0.0556063	0.6848198	0.1941837	0.0782301	0.0183572	0.0619301	0.0477159	0.1568479	0.4816346
614	60.390	43.397	4.828	10.345	19.773	17.513	24.994	23.428	10.795	15.142	-1.595	14.006	0.2086382	0.1111217	0.2418715	0.1104420	0.2077536	0.1093971	0.2416651	0.1084254	0.0333424	0.7572833	-0.0021822	0.7330942	0.3330391	0.1374224	0.1077842	0.1321931	0.1851406	0.2090334	0.2401793
615	13.545	24.023	3.013	16.626	2.636	3.471	4.111	7.057	3.786	6.015	-6.974	10.279	0.0432769	0.0388025	0.0504826	0.0428438	0.0431261	0.0377300	0.0505468	0.0423332	-0.0038806	0.8699873	-0.0439989	0.8168876	0.0785491	0.1515926	0.0316693	0.1434110	0.0463681	0.2208980	0.6056658
616	54.845	41.692	3.013	10.187	15.488	14.470	16.895	16.647	19.449	20.588	-4.797	12.981	0.2350580	0.1192273	0.2421548	0.1135626	0.2342417	0.1179595	0.2418395	0.1131054	0.0189395	0.7334676	0.0105592	0.6975641	0.2857839	0.1521322	0.0471773	0.1493110	0.0629543	0.2118726	0.5744647
617	61.957	47.427	24.283	24.928	21.305	18.353	13.701	12.533	2.669	7.189	21.957	26.302	0.1617619	0.0745061	0.1076869	0.0585857	0.1630261	0.0737797	0.1080163	0.0577130	-0.0903525	0.6831622	-0.0381134	0.7816295	0.4934541	0.2352806	0.3587299	0.2314790	0.4917294	0.3036442	0.0268280
618	74.906	50.943	0.481	2.819	22.902	18.885	24.157	20.487	27.366	22.288	-8.287	4.821	0.3345150	0.0973630	0.3436750	0.0977287	0.3360930	0.0955227	0.3446370	0.0969831	-0.0551127	0.5469298	-0.0299438	0.5771404	0.3469428	0.0756613	0.0078478	0.0727246	0.0114104	0.1096200	0.2093487
619	59.612	44.454	9.283	19.743	17.734	16.589	17.018	14.672	15.577	19.492	2.704	22.453	0.2206509	0.1041686	0.2190545	0.1097510	0.2206900	0.1043293	0.2205691	0.1091274	0.0043025	0.7149907	-0.0998861	0.6451143	0.3567163	0.2049024	0.1368635	0.2333799	0.1742818	0.3023593	0.4713795
620	18.050	13.879	0.067	0.638	6.057	5.959	6.076	5.594	5.850	6.189	-8.932	1.124	0.0790808	0.0450961	0.0794079	0.0438734	0.0806364	0.0458193	0.0809364	0.0440755	-0.1756572	0.6930269	-0.2118924	0.6418411	0.0791592	0.0380943	-0.0000852	0.0172928	0.0014029	0.1042625	0.5816071
621	51.712	39.606	3.508	8.674	18.654	20.446	15.549	13.886	14.000	15.546	-2.634	14.799	0.2169738	0.0939735	0.2001323	0.0910413	0.2179435	0.0927655	0.2005788	0.0903801	-0.0634593	0.6439655	-0.0354057	0.6844174	0.2704471	0.1403584	0.0618941	0.1310833	0.0959630	0.2083650	0.3962957
622	37.470	30.110	1.767	6.233	13.028	14.023	10.573	9.698	12.102	14.251	-6.054	9.341	0.1688536	0.0961509	0.1538824	0.0968073	0.1691198	0.0952969	0.1543255	0.0962977	-0.0330698	0.7006561	-0.0460557	0.7479249	0.1945831	0.1164955	0.0332152	0.0987961	0.0724219	0.1975175	0.5668959
623	71.013	48.173	11.895	17.117	22.296	20.094	26.200	21.176	10.623	17.548	8.998	21.875	0.2222264	0.1120405	0.2524389	0.1071950	0.2216718	0.1094193	0.2515379	0.1041639	0.0012606	0.7030895	0.0290226	0.6979105	0.4451822	0.1626545	0.2078495	0.2037851	0.2903382	0.2687261	0.2538047
624	33.628	24.119	0.349	1.774	11.815	10.467	11.856	10.062	9.608	9.744	-8.416	3.553	0.1418062	0.0601050	0.1424541	0.0571162	0.1438083	0.0605751	0.1448835	0.0582621	-0.1424324	0.6219624	-0.1524735	0.5868347	0.1509522	0.0534086	0.0088220	0.0377275	0.0319077	0.1267241	0.4948967
625	43.033	35.200	7.057	12.628	15.621	18.483	12.828	16.681	7.527	14.635	-1.118	12.308	0.1571175	0.1248513	0.1378261	0.1222475	0.1547771	0.1208966	0.1363993	0.1188274	0.0780501	1.0188296	0.0406737	0.9909756	0.2820506	0.1711289	0.1345787	0.1600586	0.2933614	0.2921269	0.2337933
626	29.686	25.924	9.956	14.485	4.540	5.166	11.189	12.829	4.002	7.731	3.083	16.484	0.0570580	0.0637546	0.1032959	0.0728049	0.0569336	0.0631587	0.1031109	0.0706689	-0.0257459	0.8102074	-0.0196882	0.7710276	0.2303017	0.1719076	0.1501248	0.1736638	0.3468018	0.3689977	0.3396634
627	47.786	41.667	15.725	25.628	12.689	15.781	12.357	12.071	7.015	11.184	7.351	24.102	0.1302761	0.0793958	0.1331353	0.0819946	0.1305125	0.0786868	0.1332879	0.0809847	-0.0315571	0.7719618	-0.0239235	0.7552335	0.3530305	0.2751592	0.2213252	0.2836404	0.2912647	0.3657337	0.4128131
628	61.277	42.587	0.608	3.190	19.150	15.940	19.296	17.668	22.224	20.429	-8.039	5.189	0.2815582	0.1025251	0.2735350	0.0979147	0.2807743	0.1008712	0.2753425	0.0977820	0.0326939	0.6540685	-0.0662327	0.5808398	0.2895589	0.0918898	0.0120124	0.0683389	0.0185866	0.1130812	0.3672226
629	38.233	26.223	0.677	2.161	13.978	12.766	13.305	10.870	10.274	11.767	-7.998	4.493	0.1631203	0.0722878	0.1603572	0.0737531	0.1642272	0.0715104	0.1612895	0.0723632	-0.0759774	0.6522361	-0.0762270	0.6771961	0.1842233	0.0706599	0.0224844	0.0522306	0.0658454	0.1482948	0.3632051
630	46.579	33.482	1.015	3.407	15.732	14.450	15.484	14.295	14.348	14.099	-6.974	7.379	0.2016113	0.0740577	0.1987901	0.0713028	0.2030646	0.0738555	0.2007168	0.0717888	-0.0782076	0.5953399	-0.0869141	0.6220739	0.2215607	0.0846761	0.0213601	0.0682685	0.0415802	0.1464115	0.5245063
631	45.782	31.665	0.638	2.182	16.041	14.318	15.658	14.066	13.445	12.630	-7.848	5.057	0.1996328	0.0758208	0.1988078	0.0795388	0.2009386	0.0745688	0.1996459	0.0784146	-0.0909065	0.6068284	-0.0504050	0.6456308	0.2158946	0.0750024	0.0166743	0.0517024	0.0381906	0.1224901	0.3804566
